code	city	n_ins	n_nat	n_eur	n_hu	n_nl	n_it	n_be	n_pt	n_bg	n_cz	n_de	n_dk	n_es	n_fi	n_gr	n_ie	n_pl	n_ro	n_se	n_sk	n_at	n_lu	n_lt	n_cy	n_lv	n_si	n_hr	n_ee
59001	Abancourt	372	368	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59002	Abscon	2997	2994	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59003	Aibes	281	253	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59004	Aix-en-Pévèle	982	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59005	Allennes-les-Marais	3006	2998	8	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59006	Amfroipret	195	189	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59007	Anhiers	649	643	6	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59008	Aniche	6817	6783	34	0	0	7	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59009	Villeneuve-d'Ascq	40370	40125	245	4	21	28	89	35	2	2	25	2	18	2	4	4	1	4	2	2	0	0	0	0	0	0	0	0
59010	Anneux	181	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59011	Annœullin	7671	7648	23	0	2	3	7	7	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59012	Anor	2379	2323	56	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59013	Anstaing	1280	1260	20	0	0	4	6	2	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
59014	Anzin	8629	8586	43	0	0	14	23	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59015	Arleux	2416	2402	14	0	0	4	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59016	Armbouts-Cappel	1840	1840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59017	Armentières	17831	17688	143	0	4	15	63	50	0	0	1	0	6	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
59018	Arnèke	1134	1130	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59019	Artres	771	765	6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59021	Assevent	1252	1239	13	0	0	3	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59022	Attiches	1905	1904	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59023	Aubencheul-au-Bac	425	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59024	Auberchicourt	3234	3226	8	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59025	Aubers	1521	1512	9	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59026	Aubigny-au-Bac	895	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59027	Aubry-du-Hainaut	1276	1272	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59028	Auby	4914	4886	28	0	0	2	4	0	0	0	2	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
59029	Auchy-lez-Orchies	1115	1112	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59031	Audignies	298	286	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59032	Aulnoy-lez-Valenciennes	4596	4572	24	0	4	5	3	4	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59033	Aulnoye-Aymeries	6663	6603	60	0	0	8	32	10	0	0	1	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
59034	Avelin	2160	2142	18	0	2	6	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59035	Avesnelles	1896	1887	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59036	Avesnes-sur-Helpe	2910	2877	33	0	0	21	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59037	Avesnes-les-Aubert	2738	2725	13	0	0	2	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
59038	Avesnes-le-Sec	1106	1104	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59039	Awoingt	655	653	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59041	Bachant	1688	1680	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59042	Bachy	1369	1345	24	0	0	2	16	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59043	Bailleul	10805	10728	77	0	7	8	56	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59044	Baisieux	4192	4129	63	0	0	5	44	7	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59045	Baives	136	99	37	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59046	Bambecque	592	590	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59047	Banteux	279	267	12	0	0	0	2	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59048	Bantigny	391	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59049	Bantouzelle	326	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59050	Bas-Lieu	244	241	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59051	La Bassée	4403	4398	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
59052	Bauvin	4150	4141	9	0	1	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59053	Bavay	2372	2324	48	0	0	6	38	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59054	Bavinchove	822	821	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59055	Bazuel	426	416	10	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59056	Beaucamps-Ligny	772	767	5	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59057	Beaudignies	454	449	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59058	Beaufort	765	752	13	0	0	6	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59059	Beaumont-en-Cambrésis	349	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59060	Beaurain	189	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59061	Beaurepaire-sur-Sambre	178	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59062	Beaurieux	130	97	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59063	Beauvois-en-Cambrésis	1571	1557	14	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59064	Bellaing	972	971	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59065	Bellignies	699	614	85	0	2	10	69	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59066	Bérelles	140	116	24	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59067	Bergues	2839	2828	11	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59068	Berlaimont	2386	2350	36	0	0	4	24	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59069	Bermerain	586	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59070	Bermeries	274	260	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59071	Bersée	1980	1966	14	0	0	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59072	Bersillies	191	179	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59073	Berthen	505	503	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59074	Bertry	1709	1697	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59075	Béthencourt	565	563	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59076	Bettignies	256	196	60	0	0	4	54	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59077	Bettrechies	197	185	12	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59078	Beugnies	450	438	12	0	0	2	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59079	Beuvrages	4591	4561	30	0	0	14	0	3	2	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
59080	Beuvry-la-Forêt	2335	2321	14	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59081	Bévillers	451	449	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59082	Bierne	1473	1467	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
59083	Bissezeele	212	208	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
59084	Blaringhem	1642	1634	8	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59085	Blécourt	304	300	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59086	Boeschepe	1725	1712	13	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59087	Boëseghem	622	620	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59088	Bois-Grenier	1454	1448	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59089	Bollezeele	996	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59090	Bondues	8614	8487	127	2	9	6	70	10	0	0	12	0	5	0	0	2	0	7	0	0	4	0	0	0	0	0	0	0
59091	Borre	472	464	8	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59092	Bouchain	3180	3170	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59093	Boulogne-sur-Helpe	220	218	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59094	Bourbourg	4953	4943	10	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59096	Bourghelles	1342	1340	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59097	Boursies	274	272	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59098	Bousbecque	4011	3914	97	0	2	4	14	29	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59099	Bousies	1246	1241	5	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59100	Bousignies	279	277	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59101	Bousignies-sur-Roc	327	208	119	0	0	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59102	Boussières-en-Cambrésis	333	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59103	Boussières-sur-Sambre	397	387	10	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59104	Boussois	2039	1999	40	0	0	5	25	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59105	Bouvignies	1281	1271	10	0	2	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59106	Bouvines	641	635	6	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59107	Bray-Dunes	4083	3841	242	0	2	4	226	4	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
59108	Briastre	519	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59109	Brillon	643	637	6	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59110	Brouckerque	1186	1178	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59111	Broxeele	315	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59112	Bruay-sur-l'Escaut	8563	8468	95	0	0	31	48	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59113	Bruille-lez-Marchiennes	910	904	6	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59114	Bruille-Saint-Amand	1289	1288	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59115	Brunémont	515	513	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59116	Bry	330	308	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59117	Bugnicourt	854	850	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59118	Busigny	1824	1815	9	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59119	Buysscheure	452	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59120	Caëstre	1553	1543	10	0	0	0	2	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59121	Cagnoncles	525	517	8	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59122	Cambrai	23065	22781	284	0	2	14	28	204	0	0	2	0	27	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0
59123	Camphin-en-Carembault	1360	1358	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59124	Camphin-en-Pévèle	1980	1949	31	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
59125	Cantaing-sur-Escaut	321	317	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59126	Cantin	1226	1214	12	0	0	2	4	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59127	Capelle	132	130	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59128	Capinghem	1767	1760	7	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59129	Cappelle-en-Pévèle	1828	1810	18	0	0	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59130	Cappelle-Brouck	971	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59131	Cappelle-la-Grande	6276	6257	19	0	2	5	6	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59132	Carnières	787	765	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59133	Carnin	867	865	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59134	Cartignies	848	845	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59135	Cassel	1769	1753	16	0	6	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59136	Le Cateau-Cambrésis	4329	4321	8	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59137	Catillon-sur-Sambre	567	565	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59138	Cattenières	523	519	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59139	Caudry	9745	9665	80	0	0	4	20	42	0	0	2	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
59140	Caullery	372	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59141	Cauroir	465	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59142	Cerfontaine	563	541	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59143	La Chapelle-d'Armentières	6376	6355	21	0	2	2	3	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59144	Château-l'Abbaye	699	679	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59145	Chemy	637	635	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59146	Chéreng	2520	2506	14	0	0	2	9	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59147	Choisies	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59148	Clairfayts	273	247	26	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59149	Clary	825	818	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59150	Cobrieux	474	470	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59151	Colleret	1265	1212	53	0	0	5	47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
59152	Comines	10069	9895	174	0	0	20	90	43	0	0	4	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59153	Condé-sur-l'Escaut	5895	5676	219	0	2	95	96	14	4	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
59155	Coudekerque-Branche	16107	16054	53	0	3	6	28	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59156	Courchelettes	2163	2157	6	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59157	Cousolre	1635	1440	195	0	0	8	177	2	0	0	2	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
59158	Coutiches	2496	2476	20	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59159	Craywick	506	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59160	Crespin	3093	3005	88	0	0	7	73	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
59161	Crèvecœur-sur-l'Escaut	564	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59162	Crochte	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59163	Croix	13733	13529	204	1	4	25	42	98	0	2	2	0	18	0	0	0	6	4	0	2	0	0	0	0	0	0	0	0
59164	Croix-Caluyau	219	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59165	Cuincy	5010	4995	15	0	0	2	5	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59166	Curgies	1056	1044	12	0	0	2	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
