code	natl	pop24	dens24	pop20	dens20
59001	BEL	NA	NA	NA	NA
59001	NLD	NA	NA	NA	NA
59001	PRT	NA	NA	NA	NA
59002	BEL	4	0.0945	NA	NA
59002	ITA	8	0.1889	NA	NA
59002	PRT	NA	NA	NA	NA
59002	ROU	5	0.1181	NA	NA
59003	BEL	33.77	9.1024	NA	NA
59003	ESP	NA	NA	NA	NA
59003	ITA	NA	NA	NA	NA
59004	BEL	NA	NA	NA	NA
59004	ITA	NA	NA	NA	NA
59004	PRT	NA	NA	NA	NA
59005	BEL	6.14	0.1693	NA	NA
59005	ITA	NA	NA	NA	NA
59005	POL	NA	NA	NA	NA
59005	PRT	4.15	0.1144	NA	NA
59006	BEL	7.64	3.3656	NA	NA
59006	ITA	NA	NA	NA	NA
59007	BEL	NA	NA	NA	NA
59007	ITA	NA	NA	NA	NA
59008	BEL	16.19	0.161	19	0.1855
59008	BGR	NA	NA	NA	NA
59008	ITA	27.55	0.2739	36.79	0.3591
59008	POL	NA	NA	NA	NA
59008	PRT	NA	NA	11.01	0.1075
59008	ROU	NA	NA	NA	NA
59009	BEL	102.84	0.164	99.45	0.1568
59009	BGR	6.89	0.011	5.09	0.008
59009	DEU	27.05	0.0431	32.47	0.0512
59009	ESP	88.15	0.1406	103.42	0.1631
59009	ITA	94.86	0.1513	111.92	0.1765
59009	NLD	23.86	0.0381	42.04	0.0663
59009	POL	19.05	0.0304	24.91	0.0393
59009	PRT	110.71	0.1766	147.58	0.2327
59009	ROU	47.54	0.0758	103.38	0.163
59011	BEL	10.1	0.0928	15.65	0.15
59011	BGR	3.54	0.0325	NA	NA
59011	DEU	3.83	0.0352	3.09	0.0297
59011	ESP	NA	NA	4.1	0.0393
59011	ITA	12.67	0.1165	15.2	0.1458
59011	NLD	7.71	0.0709	NA	NA
59011	PRT	17.69	0.1626	20.54	0.1969
59011	ROU	22.38	0.2057	NA	NA
59012	BEL	93.17	2.8756	NA	NA
59012	DEU	NA	NA	NA	NA
59012	ITA	NA	NA	NA	NA
59012	POL	NA	NA	NA	NA
59012	PRT	NA	NA	NA	NA
59013	BEL	NA	NA	NA	NA
59013	DEU	NA	NA	NA	NA
59013	ITA	NA	NA	NA	NA
59013	POL	NA	NA	NA	NA
59013	PRT	NA	NA	NA	NA
59013	ROU	NA	NA	NA	NA
59014	BEL	14.94	0.1106	14.2	0.1067
59014	DEU	NA	NA	NA	NA
59014	ESP	NA	NA	2	0.015
59014	ITA	32.98	0.2442	32.16	0.2417
59014	POL	NA	NA	NA	NA
59014	PRT	NA	NA	8.28	0.0622
59014	ROU	NA	NA	NA	NA
59015	BEL	NA	NA	NA	NA
59015	DEU	NA	NA	NA	NA
59015	ITA	NA	NA	NA	NA
59015	POL	NA	NA	NA	NA
59015	PRT	4	0.1259	NA	NA
59016	BEL	NA	NA	NA	NA
59017	BEL	60.84	0.2345	68.33	0.2746
59017	ESP	17.56	0.0677	25.2	0.1013
59017	ITA	15.9	0.0613	22.71	0.0913
59017	PRT	122.94	0.4738	124.37	0.4998
59017	ROU	21.18	0.0816	NA	NA
59018	BEL	NA	NA	NA	NA
59018	ROU	NA	NA	NA	NA
59019	BEL	4.83	0.4493	NA	NA
59019	DEU	4.04	0.3758	NA	NA
59019	ITA	NA	NA	NA	NA
59021	BEL	20	1.1044	NA	NA
59021	BGR	NA	NA	NA	NA
59021	ESP	NA	NA	NA	NA
59021	ITA	7.09	0.3915	NA	NA
59021	ROU	NA	NA	NA	NA
59022	ESP	4.04	0.1781	NA	NA
59022	ITA	NA	NA	NA	NA
59022	NLD	NA	NA	NA	NA
59022	PRT	NA	NA	NA	NA
59023	ITA	NA	NA	NA	NA
59023	PRT	NA	NA	NA	NA
59024	BEL	4.15	0.089	NA	NA
59024	DEU	NA	NA	NA	NA
59024	ESP	NA	NA	NA	NA
59024	ITA	NA	NA	NA	NA
59024	POL	5.18	0.1111	NA	NA
59024	PRT	NA	NA	NA	NA
59024	ROU	NA	NA	NA	NA
59025	BEL	NA	NA	NA	NA
59025	ESP	NA	NA	NA	NA
59025	ITA	NA	NA	NA	NA
59025	PRT	NA	NA	NA	NA
59026	BEL	NA	NA	NA	NA
59027	BEL	4.04	0.2319	NA	NA
59027	ESP	NA	NA	NA	NA
59027	ITA	NA	NA	NA	NA
59027	NLD	NA	NA	NA	NA
59027	PRT	4.05	0.2325	NA	NA
59028	BEL	7.94	0.1099	7	0.0962
59028	ESP	8.92	0.1235	10	0.1375
59028	ITA	4.98	0.069	8	0.11
59028	POL	8	0.1108	10	0.1375
59028	ROU	NA	NA	NA	NA
59029	BEL	NA	NA	NA	NA
59029	ITA	NA	NA	NA	NA
59029	POL	NA	NA	NA	NA
59029	PRT	NA	NA	NA	NA
59031	BEL	6.13	1.6347	NA	NA
59031	ITA	NA	NA	NA	NA
59032	BEL	8	0.1103	8.07	0.1099
59032	BGR	NA	NA	NA	NA
59032	DEU	NA	NA	3.01	0.041
59032	ESP	5	0.0689	5.04	0.0687
59032	ITA	10	0.1379	11.42	0.1556
59032	NLD	NA	NA	2	0.0272
59032	POL	NA	NA	NA	NA
59032	PRT	5	0.0689	7.06	0.0961
59032	ROU	NA	NA	NA	NA
59033	BEL	20.85	0.2318	23.02	0.2613
59033	DEU	NA	NA	2	0.0227
59033	ITA	10.12	0.1125	10.1	0.1146
59033	NLD	NA	NA	NA	NA
59033	POL	8.99	0.1	9.03	0.1025
59033	PRT	10.9	0.1212	12.01	0.1363
59033	ROU	NA	NA	NA	NA
59034	BEL	12	0.4542	NA	NA
59034	ESP	NA	NA	NA	NA
59034	ITA	4	0.1514	NA	NA
59034	NLD	NA	NA	NA	NA
59034	POL	NA	NA	NA	NA
59034	PRT	4	0.1514	NA	NA
59034	ROU	NA	NA	NA	NA
59035	BEL	6	0.258	NA	NA
59035	ITA	NA	NA	NA	NA
59036	BEL	14.88	0.3498	NA	NA
59036	ESP	NA	NA	NA	NA
59036	ITA	20.96	0.4927	NA	NA
59036	POL	NA	NA	NA	NA
59036	PRT	4	0.094	NA	NA
59037	BEL	4	0.1097	NA	NA
59037	ITA	4.01	0.11	NA	NA
59037	PRT	NA	NA	NA	NA
59038	ESP	NA	NA	NA	NA
59038	ITA	NA	NA	NA	NA
59038	POL	NA	NA	NA	NA
59039	PRT	4.06	0.4988	NA	NA
59041	BEL	7	0.3078	NA	NA
59041	DEU	NA	NA	NA	NA
59041	ESP	NA	NA	NA	NA
59041	ITA	NA	NA	NA	NA
59041	NLD	NA	NA	NA	NA
59041	POL	NA	NA	NA	NA
59041	PRT	NA	NA	NA	NA
59041	ROU	6	0.2639	NA	NA
59042	BEL	14	0.7311	NA	NA
59042	DEU	NA	NA	NA	NA
59042	ESP	NA	NA	NA	NA
59042	ITA	NA	NA	NA	NA
59042	PRT	NA	NA	NA	NA
59043	BEL	39.76	0.2633	49.39	0.3344
59043	DEU	NA	NA	2	0.0135
59043	ITA	NA	NA	2	0.0135
59043	NLD	NA	NA	9.46	0.0641
59043	PRT	11.87	0.0786	8.37	0.0567
59044	BEL	49.44	0.9464	NA	NA
59044	ESP	5.31	0.1016	NA	NA
59044	ITA	12.8	0.245	NA	NA
59044	POL	NA	NA	NA	NA
59044	PRT	10.6	0.2029	NA	NA
59044	ROU	5.31	0.1016	NA	NA
59045	BEL	30.81	18.3393	NA	NA
59046	BEL	4.91	0.5887	NA	NA
59047	PRT	NA	NA	NA	NA
59048	PRT	NA	NA	NA	NA
59049	BEL	NA	NA	NA	NA
59049	ITA	NA	NA	NA	NA
59050	BEL	NA	NA	NA	NA
59051	BEL	5.7	0.0856	7.21	0.1127
59051	ESP	NA	NA	NA	NA
59051	ITA	NA	NA	5.12	0.08
59051	NLD	NA	NA	NA	NA
59051	POL	NA	NA	NA	NA
59051	PRT	NA	NA	NA	NA
59051	ROU	NA	NA	2	0.0312
59052	BEL	7.96	0.1579	7.97	0.154
59052	DEU	NA	NA	2	0.0386
59052	ITA	8.09	0.1605	9.06	0.175
59052	PRT	NA	NA	2	0.0386
59052	ROU	NA	NA	NA	NA
59053	BEL	74.75	2.261	NA	NA
59053	DEU	NA	NA	NA	NA
59053	ESP	NA	NA	NA	NA
59053	ITA	7.98	0.2414	NA	NA
59053	NLD	NA	NA	NA	NA
59053	PRT	7.97	0.2411	NA	NA
59054	BEL	NA	NA	NA	NA
59055	BEL	NA	NA	NA	NA
59055	ITA	NA	NA	NA	NA
59055	PRT	NA	NA	NA	NA
59056	BEL	NA	NA	NA	NA
59056	ESP	NA	NA	NA	NA
59057	BEL	3.99	0.6976	NA	NA
59057	ROU	NA	NA	NA	NA
59058	BEL	5.01	0.4831	NA	NA
59058	ESP	NA	NA	NA	NA
59058	ITA	5.02	0.4841	NA	NA
59059	BEL	NA	NA	NA	NA
59060	BEL	NA	NA	NA	NA
59060	PRT	NA	NA	NA	NA
59061	BEL	NA	NA	NA	NA
59061	PRT	NA	NA	NA	NA
59062	BEL	26	15.2047	NA	NA
59062	ITA	NA	NA	NA	NA
59063	BEL	NA	NA	NA	NA
59063	ESP	4	0.2024	NA	NA
59063	ITA	NA	NA	NA	NA
59063	PRT	8	0.4049	NA	NA
59064	BEL	NA	NA	NA	NA
59064	ITA	NA	NA	NA	NA
59064	POL	NA	NA	NA	NA
59064	PRT	NA	NA	NA	NA
59065	BEL	63.1	7.63	NA	NA
59065	ITA	NA	NA	NA	NA
59065	PRT	NA	NA	NA	NA
59066	BEL	14	8.3832	NA	NA
59066	ITA	NA	NA	NA	NA
59067	BEL	NA	NA	NA	NA
59067	BGR	NA	NA	NA	NA
59067	DEU	NA	NA	NA	NA
59067	ITA	NA	NA	NA	NA
59068	BEL	17.12	0.5323	NA	NA
59068	DEU	NA	NA	NA	NA
59068	ESP	NA	NA	NA	NA
59068	ITA	NA	NA	NA	NA
59068	POL	NA	NA	NA	NA
59068	PRT	12.08	0.3756	NA	NA
59068	ROU	NA	NA	NA	NA
59070	BEL	6.07	1.5932	NA	NA
59070	ROU	NA	NA	NA	NA
59071	BEL	5.02	0.2141	NA	NA
59071	ESP	NA	NA	NA	NA
59071	ITA	NA	NA	NA	NA
59071	NLD	NA	NA	NA	NA
59071	PRT	6.08	0.2593	NA	NA
59072	BEL	18.28	7.254	NA	NA
59073	BEL	NA	NA	NA	NA
59074	BEL	3.97	0.1827	NA	NA
59074	DEU	NA	NA	NA	NA
59074	ITA	NA	NA	NA	NA
59074	PRT	NA	NA	NA	NA
59074	ROU	NA	NA	NA	NA
59075	PRT	NA	NA	NA	NA
59076	BEL	41.81	13.3153	NA	NA
59076	DEU	NA	NA	NA	NA
59076	ITA	NA	NA	NA	NA
59077	BEL	18	6.8182	NA	NA
59077	PRT	NA	NA	NA	NA
59078	BEL	7	1.1345	NA	NA
59078	DEU	NA	NA	NA	NA
59078	ESP	NA	NA	NA	NA
59078	ITA	NA	NA	NA	NA
59078	PRT	NA	NA	NA	NA
59079	BEL	5.01	0.0735	7	0.1038
59079	BGR	NA	NA	2	0.0297
59079	ESP	NA	NA	5.01	0.0744
59079	ITA	13.03	0.1911	13.01	0.193
59079	POL	6.02	0.0883	NA	NA
59079	PRT	6.96	0.1021	6.98	0.1035
59079	ROU	NA	NA	2	0.0297
59080	BEL	9.96	0.3464	NA	NA
59080	ESP	NA	NA	NA	NA
59080	ITA	NA	NA	NA	NA
59080	POL	NA	NA	NA	NA
59080	PRT	NA	NA	NA	NA
59080	ROU	NA	NA	NA	NA
59081	BEL	NA	NA	NA	NA
59081	POL	NA	NA	NA	NA
59081	PRT	NA	NA	NA	NA
59082	ESP	NA	NA	NA	NA
59082	NLD	NA	NA	NA	NA
59082	PRT	NA	NA	NA	NA
59082	ROU	3.8	0.2113	NA	NA
59083	ROU	NA	NA	NA	NA
59084	NLD	NA	NA	NA	NA
59084	PRT	NA	NA	NA	NA
59085	PRT	NA	NA	NA	NA
59086	BEL	31.71	1.4355	NA	NA
59086	DEU	NA	NA	NA	NA
59086	ESP	NA	NA	NA	NA
59087	BEL	NA	NA	NA	NA
59087	ITA	NA	NA	NA	NA
59087	PRT	NA	NA	NA	NA
59088	BEL	NA	NA	NA	NA
59088	ITA	NA	NA	NA	NA
59089	ITA	5.96	0.4102	NA	NA
59090	BEL	54.96	0.5554	69.42	0.6871
59090	DEU	6.86	0.0693	7.12	0.0705
59090	ESP	5.17	0.0522	3.96	0.0392
59090	ITA	14.81	0.1497	9.68	0.0958
59090	NLD	5.11	0.0516	5.82	0.0576
59090	POL	4.03	0.0407	NA	NA
59090	PRT	15.82	0.1599	19.34	0.1914
59090	ROU	5.22	0.0527	NA	NA
59091	BEL	NA	NA	NA	NA
59091	DEU	NA	NA	NA	NA
59091	ITA	NA	NA	NA	NA
59092	BEL	NA	NA	NA	NA
59092	ESP	NA	NA	NA	NA
59092	ITA	13.12	0.326	NA	NA
59092	POL	NA	NA	NA	NA
59092	PRT	NA	NA	NA	NA
59093	BEL	NA	NA	NA	NA
59094	BEL	7.01	0.0991	2.99	0.0421
59094	ESP	NA	NA	NA	NA
59094	ITA	NA	NA	5	0.0704
59094	POL	NA	NA	NA	NA
59094	PRT	10.2	0.1442	10.17	0.1433
59094	ROU	NA	NA	NA	NA
59096	BEL	7.98	0.4658	NA	NA
59096	DEU	NA	NA	NA	NA
59096	ITA	NA	NA	NA	NA
59097	BEL	NA	NA	NA	NA
59097	POL	4.98	1.264	NA	NA
59098	BEL	17	0.3468	NA	NA
59098	ESP	44	0.8976	NA	NA
59098	ITA	4	0.0816	NA	NA
59098	NLD	NA	NA	NA	NA
59098	PRT	31	0.6324	NA	NA
59099	BEL	NA	NA	NA	NA
59099	ITA	NA	NA	NA	NA
59099	PRT	NA	NA	NA	NA
59100	BEL	NA	NA	NA	NA
59101	BEL	95	24.5478	NA	NA
59101	ITA	NA	NA	NA	NA
59101	POL	NA	NA	NA	NA
59101	ROU	NA	NA	NA	NA
59102	PRT	NA	NA	NA	NA
59103	BEL	NA	NA	NA	NA
59103	ITA	NA	NA	NA	NA
59104	BEL	72.26	2.2716	NA	NA
59104	DEU	NA	NA	NA	NA
59104	ESP	NA	NA	NA	NA
59104	ITA	11.95	0.3757	NA	NA
59104	NLD	NA	NA	NA	NA
59104	PRT	NA	NA	NA	NA
59104	ROU	NA	NA	NA	NA
59105	BEL	4.14	0.2619	NA	NA
59105	DEU	NA	NA	NA	NA
59105	ITA	NA	NA	NA	NA
59105	NLD	NA	NA	NA	NA
59106	BEL	NA	NA	NA	NA
59106	BGR	NA	NA	NA	NA
59106	NLD	NA	NA	NA	NA
59107	BEL	97.71	2.1977	NA	NA
59107	ESP	NA	NA	NA	NA
59107	ITA	4.12	0.0927	NA	NA
59107	PRT	NA	NA	NA	NA
59107	ROU	NA	NA	NA	NA
59108	BEL	NA	NA	NA	NA
59108	ITA	NA	NA	NA	NA
59109	BEL	NA	NA	NA	NA
59110	BEL	NA	NA	NA	NA
59110	ITA	NA	NA	NA	NA
59111	BEL	NA	NA	NA	NA
59112	BEL	40.32	0.3548	36.86	0.3219
59112	ESP	9.5	0.0836	8.47	0.0739
59112	ITA	54.53	0.4799	78.77	0.688
59112	POL	NA	NA	NA	NA
59112	PRT	6.9	0.0607	8.09	0.0706
59112	ROU	NA	NA	NA	NA
59113	BEL	NA	NA	NA	NA
59113	DEU	NA	NA	NA	NA
59113	ITA	NA	NA	NA	NA
59113	PRT	NA	NA	NA	NA
59114	BEL	7.8	0.4594	NA	NA
59114	PRT	NA	NA	NA	NA
59115	PRT	NA	NA	NA	NA
59116	BEL	13.14	3.136	NA	NA
59117	DEU	NA	NA	NA	NA
59117	ITA	NA	NA	NA	NA
59118	BEL	NA	NA	NA	NA
59118	ITA	NA	NA	NA	NA
59118	PRT	NA	NA	NA	NA
59119	BEL	NA	NA	NA	NA
59119	ITA	NA	NA	NA	NA
59120	BEL	6.16	0.3014	NA	NA
59120	DEU	NA	NA	NA	NA
59120	ESP	NA	NA	NA	NA
59120	POL	6.08	0.2975	NA	NA
59120	PRT	NA	NA	NA	NA
59121	POL	NA	NA	NA	NA
59121	PRT	NA	NA	NA	NA
59122	BEL	18.83	0.0589	23.69	0.0728
59122	DEU	7.66	0.024	12.1	0.0372
59122	ESP	50.93	0.1593	60.52	0.1859
59122	ITA	16.33	0.0511	16.06	0.0493
59122	NLD	NA	NA	6.41	0.0197
59122	POL	35.54	0.1112	39.86	0.1224
59122	PRT	207.62	0.6494	270.13	0.8297
59122	ROU	NA	NA	NA	NA
59123	BEL	NA	NA	NA	NA
59123	ESP	NA	NA	NA	NA
59123	ITA	NA	NA	NA	NA
59123	ROU	NA	NA	NA	NA
59124	BEL	23.62	0.9187	NA	NA
59124	DEU	NA	NA	NA	NA
59124	ITA	NA	NA	NA	NA
59124	PRT	3.84	0.1494	NA	NA
59125	BEL	NA	NA	NA	NA
59125	DEU	NA	NA	NA	NA
59125	PRT	NA	NA	NA	NA
59126	BEL	NA	NA	NA	NA
59126	DEU	NA	NA	NA	NA
59126	PRT	7.94	0.4451	NA	NA
59127	ITA	NA	NA	NA	NA
59127	NLD	NA	NA	NA	NA
59128	BEL	7.58	0.3025	NA	NA
59128	ITA	NA	NA	NA	NA
59128	POL	NA	NA	NA	NA
59128	PRT	5.94	0.237	NA	NA
59129	BEL	3.88	0.1681	NA	NA
59129	ESP	NA	NA	NA	NA
59129	ITA	NA	NA	NA	NA
59129	PRT	3.88	0.1681	NA	NA
59129	ROU	NA	NA	NA	NA
59130	ITA	NA	NA	NA	NA
59130	PRT	NA	NA	NA	NA
59131	BEL	6.08	0.0762	8	0.1013
59131	DEU	NA	NA	NA	NA
59131	ESP	NA	NA	3	0.038
59131	ITA	5.08	0.0637	6	0.076
59131	NLD	NA	NA	2	0.0253
59131	PRT	8.98	0.1126	NA	NA
59132	PRT	10.1	1	NA	NA
59133	BEL	NA	NA	NA	NA
59133	ITA	NA	NA	NA	NA
59133	PRT	NA	NA	NA	NA
59134	BEL	NA	NA	NA	NA
59135	BEL	NA	NA	NA	NA
59135	DEU	NA	NA	NA	NA
59135	ITA	NA	NA	NA	NA
59135	NLD	NA	NA	NA	NA
59136	BEL	6.04	0.0856	6.07	0.0875
59136	ESP	NA	NA	NA	NA
59136	ITA	9.31	0.1319	NA	NA
59136	PRT	11.2	0.1587	13.26	0.1912
59136	ROU	NA	NA	NA	NA
59137	POL	NA	NA	NA	NA
59137	PRT	NA	NA	NA	NA
59138	BEL	NA	NA	NA	NA
59138	ESP	NA	NA	NA	NA
59138	PRT	NA	NA	NA	NA
59139	BEL	16.49	0.116	37.96	0.2602
59139	DEU	NA	NA	2	0.0137
59139	ESP	NA	NA	2	0.0137
59139	ITA	NA	NA	2	0.0137
59139	NLD	NA	NA	NA	NA
59139	PRT	42.13	0.2963	31.54	0.2162
59139	ROU	NA	NA	2	0.0137
59140	PRT	NA	NA	NA	NA
59142	BEL	7.23	1.0358	NA	NA
59143	BEL	16.79	0.1911	18.1	0.2107
59143	DEU	NA	NA	NA	NA
59143	ESP	7.97	0.0907	6.04	0.0703
59143	ITA	7.94	0.0904	8.24	0.0959
59143	NLD	NA	NA	2	0.0233
59143	POL	NA	NA	NA	NA
59143	PRT	15.72	0.1789	16.47	0.1917
59143	ROU	9.94	0.1131	NA	NA
59144	BEL	33.01	3.7986	NA	NA
59144	ESP	NA	NA	NA	NA
59144	PRT	NA	NA	NA	NA
59145	ITA	NA	NA	NA	NA
59145	PRT	NA	NA	NA	NA
59146	BEL	15.74	0.5173	NA	NA
59146	DEU	NA	NA	NA	NA
59146	ITA	NA	NA	NA	NA
59146	POL	NA	NA	NA	NA
59146	PRT	6.11	0.2008	NA	NA
59147	BEL	4	8.3333	NA	NA
59148	BEL	43.37	11.9148	NA	NA
59148	DEU	NA	NA	NA	NA
59149	ESP	NA	NA	NA	NA
59149	PRT	7	0.6375	NA	NA
59150	BEL	3.89	0.706	NA	NA
59150	ITA	NA	NA	NA	NA
59151	BEL	54.84	3.4382	NA	NA
59151	ITA	11.83	0.7417	NA	NA
59152	BEL	127.47	0.9997	138.17	1.1181
59152	ESP	86.08	0.6751	108.48	0.8778
59152	ITA	30.58	0.2398	34.25	0.2772
59152	NLD	6.08	0.0477	NA	NA
59152	POL	8.95	0.0702	NA	NA
59152	PRT	100.28	0.7864	136.96	1.1083
59153	BEL	164	1.7351	175.4	1.8086
59153	DEU	NA	NA	2	0.0206
59153	ESP	NA	NA	3.96	0.0408
59153	ITA	108	1.1426	124.85	1.2873000000000001
59153	NLD	NA	NA	2	0.0206
59153	POL	NA	NA	NA	NA
59153	PRT	13	0.1375	15.12	0.1559
59153	ROU	7	0.0741	8.06	0.0832
59155	BEL	19.39	0.0923	17.64	0.0835
59155	DEU	NA	NA	NA	NA
59155	ESP	19.79	0.0942	21.98	0.104
59155	ITA	14.74	0.0702	24.73	0.117
59155	PRT	18.88	0.0899	19.05	0.0901
59155	ROU	10.85	0.0516	NA	NA
59156	BEL	5.19	0.1779	NA	NA
59156	ITA	6.41	0.2197	NA	NA
59156	PRT	NA	NA	NA	NA
59157	BEL	181	8.2724	NA	NA
59157	DEU	NA	NA	NA	NA
59157	ESP	NA	NA	NA	NA
59157	ITA	6	0.2742	NA	NA
59157	POL	NA	NA	NA	NA
59157	ROU	NA	NA	NA	NA
59158	BEL	5.18	0.1577	NA	NA
59158	DEU	NA	NA	NA	NA
59158	ESP	NA	NA	NA	NA
59158	ITA	NA	NA	NA	NA
59158	POL	NA	NA	NA	NA
59158	PRT	16.03	0.488	NA	NA
59159	PRT	NA	NA	NA	NA
59160	BEL	88.84	1.9538	NA	NA
59160	ESP	NA	NA	NA	NA
59160	ITA	20.02	0.4403	NA	NA
59160	POL	5.01	0.1102	NA	NA
59160	PRT	6.96	0.15310000000000001	NA	NA
59161	BEL	NA	NA	NA	NA
59161	ITA	NA	NA	NA	NA
59162	BEL	NA	NA	NA	NA
59162	ROU	NA	NA	NA	NA
59163	BEL	42.99	0.2046	43.65	0.2074
59163	BGR	NA	NA	NA	NA
59163	DEU	NA	NA	2	0.0095
59163	ESP	16.25	0.0773	19.44	0.0924
59163	ITA	70.22	0.3341	76.38	0.363
59163	POL	34.92	0.1662	32.24	0.1532
59163	PRT	191.8	0.9126	199.92	0.9502
59163	ROU	16.22	0.0772	16.23	0.0771
59164	BEL	NA	NA	NA	NA
59165	BEL	11.16	0.1705	7	0.1088
59165	DEU	NA	NA	2	0.0311
59165	ESP	3.9	0.0596	4.98	0.0774
59165	ITA	4.83	0.0738	2.98	0.0463
59165	POL	NA	NA	NA	NA
59165	PRT	3.9	0.0596	3.03	0.0471
